Customer ID,Claim History,Previous Claims History,Credit Score,Driving Record
40714,4,3,781,Major Violations
8158,1,2,519,Accident
70472,3,2,631,Accident
57734,3,1,591,Clean
81909,3,0,813,Major Violations
54423,2,2,662,Accident
36095,3,0,633,DUI
87952,3,0,726,Clean
62942,5,0,730,Clean
12724,2,1,540,Accident
56665,3,1,806,Clean
65841,1,0,522,Major Violations
43936,2,2,738,Clean
48745,3,3,572,Major Violations
64068,4,1,528,Minor Violations
88907,5,3,645,Minor Violations
79417,5,1,562,Clean
5290,2,3,781,Clean
78017,4,3,515,Minor Violations
52186,3,2,740,Clean
34604,3,1,715,Clean
39081,0,3,548,Clean
12883,5,1,715,DUI
54100,4,3,639,Clean
3062,2,3,546,Minor Violations
87598,0,2,516,Major Violations
65793,1,3,511,DUI
72936,0,0,670,Major Violations
41810,2,0,791,Minor Violations
12210,4,3,749,DUI
74148,5,0,828,DUI
30984,4,3,800,Clean
64887,4,3,547,Major Violations
69172,0,0,557,DUI
94489,3,3,637,Clean
57212,1,2,665,Clean
4283,3,3,518,Minor Violations
11126,3,2,836,DUI
29284,4,2,506,Major Violations
24597,2,3,823,DUI
34163,2,2,637,DUI
96874,4,3,698,Major Violations
74557,4,1,655,Accident
9475,0,3,792,Clean
18706,4,0,765,DUI
2680,0,2,689,Clean
11987,4,3,829,Accident
90023,3,3,808,Major Violations
71429,3,3,699,Minor Violations
5389,0,1,584,Major Violations
23027,4,1,539,Accident
38746,3,3,757,Minor Violations
55470,2,1,625,Clean
73123,2,1,626,Clean
43888,4,2,825,Clean
44750,0,1,522,Clean
15041,3,0,576,Major Violations
43789,0,1,634,Accident
67058,3,0,819,Minor Violations
85366,0,1,582,DUI
3881,1,0,695,Clean
65469,5,3,743,Clean
60960,3,2,673,Clean
70719,4,1,780,Clean
2944,2,3,590,Clean
92414,3,3,598,Accident
87730,0,0,839,Major Violations
68905,5,3,798,Accident
21174,5,3,511,Accident
70587,3,1,584,DUI
65250,4,0,606,Clean
65034,0,3,831,Accident
78694,4,1,729,Major Violations
95475,4,2,514,DUI
84809,4,0,510,DUI
5973,4,3,627,Clean
78859,0,1,600,Minor Violations
47533,3,3,585,Major Violations
74113,3,2,803,Clean
38787,0,1,646,Minor Violations
79672,0,3,802,Accident
68231,4,3,741,Major Violations
90630,0,3,564,DUI
73162,0,1,600,Major Violations
18583,4,1,572,DUI
68315,4,3,771,DUI
6581,3,3,802,Major Violations
38667,3,1,596,Accident
79226,4,2,635,Major Violations
62975,0,2,589,Accident
48834,0,3,785,Accident
30155,0,1,574,Accident
89040,0,1,651,Accident
27069,3,1,658,Clean
68792,0,1,543,Clean
75379,0,1,593,Minor Violations
78872,1,1,841,DUI
84626,2,1,814,Clean
41587,4,2,689,Accident
46740,0,1,733,DUI
81238,4,3,666,Clean
69975,1,1,512,DUI
13317,4,3,834,Accident
43470,2,0,605,Major Violations
13940,5,1,803,Accident
75192,3,2,610,Major Violations
34918,0,1,833,DUI
35274,1,3,601,Clean
11334,4,1,536,Minor Violations
22973,2,3,803,DUI
2347,5,3,507,Major Violations
47686,1,3,569,Major Violations
32193,1,1,562,Major Violations
68758,3,1,614,Minor Violations
8779,0,2,811,Major Violations
28123,4,0,846,Major Violations
96611,0,2,844,Accident
94580,5,2,514,DUI
44794,0,3,586,Major Violations
27825,1,3,590,Clean
27876,3,0,648,Major Violations
86722,2,0,751,Major Violations
19954,2,2,755,Clean
64051,2,3,737,Clean
3631,2,3,787,Accident
47344,3,3,836,Clean
83717,1,0,757,Clean
33726,4,3,620,Minor Violations
95047,4,1,651,Clean
50658,0,3,555,Minor Violations
63835,0,3,641,DUI
90029,0,2,652,Accident
84699,5,2,646,DUI
66648,2,0,777,Major Violations
95435,1,1,577,Clean
91087,0,0,807,Accident
83204,1,3,837,Clean
26734,3,1,717,Accident
59870,3,3,824,Major Violations
67858,0,2,774,Accident
87888,1,2,683,Clean
78001,4,2,794,Minor Violations
31791,4,3,808,Accident
81424,0,1,534,Accident
96629,3,0,610,Accident
39509,5,1,656,Clean
37792,0,2,575,Major Violations
15786,3,1,845,Major Violations
66828,4,1,627,Clean
43886,0,3,709,Major Violations
9730,0,2,733,DUI
59341,3,3,707,Accident
43178,3,3,534,Minor Violations
67501,3,2,515,Accident
1772,3,2,739,DUI
25347,5,0,767,Clean
66488,1,1,686,Clean
55456,0,0,626,Clean
89423,4,2,672,Clean
25284,3,3,647,Clean
36048,2,0,708,Clean
31939,4,1,772,Clean
59887,3,1,722,Clean
58935,1,0,571,DUI
73945,0,0,659,DUI
64329,4,1,638,Accident
5115,4,1,516,Major Violations
56864,4,1,749,DUI
76704,4,1,755,Clean
35910,5,1,587,Accident
85916,2,0,829,Major Violations
3110,4,0,543,Major Violations
74229,0,1,539,Accident
50195,2,1,682,Minor Violations
62712,1,0,660,Accident
95093,0,1,706,Minor Violations
49527,5,2,512,Accident
4374,5,3,564,Accident
67710,1,0,761,Accident
16782,4,1,815,DUI
59231,0,1,677,DUI
36102,3,0,724,DUI
39608,1,3,766,Major Violations
74219,3,3,656,DUI
4254,2,1,644,Accident
15500,5,2,720,Minor Violations
32379,2,3,620,Minor Violations
38810,4,3,637,Major Violations
32532,3,1,640,Clean
68741,1,0,566,Major Violations
72806,5,1,834,DUI
3357,2,3,832,Major Violations
15696,0,3,712,DUI
68109,5,1,623,Accident
86538,3,1,817,Major Violations
64795,1,0,718,Clean
67510,0,0,724,Accident
34697,3,2,598,Clean
40681,1,2,806,Accident
69659,3,1,697,Clean
70140,0,3,773,Minor Violations
76450,4,1,645,DUI
87048,0,3,574,Accident
87921,5,1,713,Major Violations
32728,4,3,722,Major Violations
90885,5,0,814,Clean
57309,4,1,508,Accident
84065,4,1,663,Clean
82605,3,1,634,DUI
56395,4,3,587,Clean
88806,3,2,547,Accident
52348,3,1,829,Major Violations
79688,5,2,756,Clean
20760,2,1,507,DUI
91107,0,1,634,Clean
84895,0,3,841,Major Violations
57062,3,2,822,DUI
2375,1,0,778,Clean
63200,1,3,717,Accident
41566,4,0,836,Major Violations
35544,3,0,768,Clean
6823,5,3,648,Accident
45353,1,1,528,Minor Violations
74730,2,3,834,Major Violations
25047,3,1,725,Clean
37520,3,0,632,Clean
83043,2,0,828,Accident
39577,1,3,538,Major Violations
58986,0,1,685,Major Violations
90865,0,3,625,Clean
84874,0,2,823,Major Violations
24929,0,1,531,Clean
31746,2,3,607,Clean
27625,4,1,515,Clean
39688,2,0,839,Major Violations
4028,0,1,836,Clean
68862,0,3,833,Major Violations
56691,0,3,617,Clean
45458,4,3,540,Major Violations
4197,3,3,537,Clean
52060,5,2,542,Minor Violations
68089,0,0,842,Accident
12979,4,2,717,DUI
11523,0,3,833,Clean
34521,3,1,793,Clean
90086,5,2,541,Clean
69561,3,1,809,Accident
30324,5,3,657,DUI
21431,3,0,734,Major Violations
16695,0,3,728,Minor Violations
6383,5,1,533,Minor Violations
30175,0,0,543,Minor Violations
9867,4,2,584,Major Violations
46811,1,1,556,Clean
69046,5,1,527,Clean
36970,3,3,569,DUI
16333,1,1,516,DUI
35623,3,1,800,Clean
5180,0,2,841,DUI
67700,0,1,714,Major Violations
38226,3,3,716,DUI
91393,1,3,587,DUI
46150,3,1,592,DUI
12995,2,0,823,Clean
49197,5,3,641,Major Violations
13249,0,2,570,Clean
51608,0,3,836,Clean
15119,3,2,575,Major Violations
69497,0,2,774,Major Violations
36921,0,0,608,DUI
12940,3,3,643,DUI
66766,4,1,804,Major Violations
36227,3,1,529,Clean
76309,5,3,513,Minor Violations
23383,1,2,521,Clean
41246,3,3,617,Major Violations
60309,0,2,608,Minor Violations
33290,1,3,810,Minor Violations
72780,2,1,572,Accident
34612,0,0,773,Accident
19782,3,0,517,Clean
15971,4,0,722,Major Violations
71885,3,3,667,Clean
54076,2,1,731,Accident
39228,4,1,839,DUI
86337,1,1,836,Minor Violations
54044,4,1,632,Major Violations
12374,4,2,778,Clean
33614,4,1,722,Clean
51852,0,1,724,DUI
40324,0,2,513,Major Violations
34367,0,3,713,Minor Violations
12935,0,1,697,DUI
84768,5,3,538,Major Violations
37976,0,3,805,Minor Violations
28780,5,0,622,DUI
32982,0,0,601,Minor Violations
21591,2,1,822,Major Violations
3054,1,1,586,DUI
26020,5,2,811,Clean
96269,4,1,637,Accident
71588,4,1,846,Major Violations
36248,5,1,575,Major Violations
20156,3,1,706,Major Violations
76173,1,1,741,Minor Violations
38938,4,3,795,DUI
35650,4,3,741,DUI
73126,3,2,558,Accident
73783,1,2,600,Accident
68495,2,2,614,Major Violations
31162,3,1,677,DUI
15972,3,0,593,Clean
79909,1,2,686,Minor Violations
26140,4,3,656,Clean
81541,4,3,566,Accident
71734,3,3,642,Major Violations
28553,0,3,693,Accident
69290,0,3,720,Clean
14101,1,0,797,Major Violations
10118,2,1,713,DUI
46230,0,3,836,Minor Violations
90366,1,1,707,Clean
30350,4,0,837,Accident
15289,1,2,584,Clean
63918,2,3,619,Major Violations
32532,4,3,837,DUI
31003,4,1,716,Minor Violations
47140,4,0,800,Clean
32599,1,2,623,Clean
48043,5,1,740,Minor Violations
62716,2,3,671,Minor Violations
95545,4,1,537,Major Violations
79024,0,1,504,Minor Violations
75836,1,3,800,Minor Violations
62318,4,3,631,Accident
76337,2,3,653,Accident
72780,0,0,543,DUI
8667,3,3,553,Accident
97450,4,3,652,Major Violations
41901,2,3,795,Major Violations
10425,3,2,652,Minor Violations
86926,3,1,654,Clean
53207,4,0,781,DUI
28778,0,1,554,Minor Violations
42663,4,3,645,Major Violations
28635,0,1,533,Minor Violations
49994,1,3,516,Minor Violations
62036,0,2,684,Clean
47618,4,0,655,Clean
49403,5,1,652,Clean
90116,0,2,599,Major Violations
11488,3,2,506,Clean
25433,2,0,682,Major Violations
6419,3,1,570,Minor Violations
75334,3,1,597,Minor Violations
37727,0,3,750,Clean
11228,0,1,546,Clean
48864,5,1,536,Minor Violations
15506,3,3,713,DUI
73697,3,3,806,Major Violations
71556,3,0,828,Major Violations
54063,2,3,847,Clean
32095,3,1,753,Accident
56204,0,3,544,Minor Violations
92494,0,3,511,Major Violations
28441,4,3,521,Major Violations
13774,4,0,600,Accident
81422,4,3,579,Major Violations
3439,3,0,645,Clean
50474,2,0,679,Major Violations
79597,5,3,582,Accident
70085,0,1,590,Major Violations
35971,4,1,682,Major Violations
88567,5,0,805,Minor Violations
75364,2,3,613,Accident
57354,3,3,552,Major Violations
78950,0,1,807,Accident
35781,3,0,720,Major Violations
21216,2,2,799,Minor Violations
47408,4,2,717,DUI
36787,0,0,635,Clean
63539,0,1,701,Clean
1181,0,3,511,DUI
4799,4,2,672,Major Violations
32746,1,3,609,DUI
4175,2,1,761,Clean
32638,1,3,668,Accident
67868,3,0,645,Clean
88341,0,0,764,Accident
54649,5,1,533,Clean
81322,3,2,656,Minor Violations
86405,4,3,729,Accident
67446,2,3,730,Accident
38036,4,1,797,DUI
36849,5,2,598,Major Violations
22420,4,0,687,Minor Violations
50419,1,3,576,Clean
83707,5,1,786,DUI
32592,5,2,652,Accident
97991,1,3,680,DUI
55900,5,1,620,Clean
48483,0,3,711,Major Violations
71650,4,0,602,Major Violations
33466,5,0,550,Clean
68111,5,1,736,Major Violations
74076,4,1,838,Minor Violations
64674,3,2,648,Minor Violations
76870,2,3,550,Major Violations
74297,5,1,685,Clean
7951,4,2,522,Accident
29984,2,1,631,Minor Violations
70926,3,2,707,Accident
96148,2,2,808,Major Violations
38850,3,1,756,Major Violations
96646,0,0,581,Clean
66903,0,3,636,DUI
82934,2,1,607,DUI
37616,2,3,534,Major Violations
31884,3,3,800,Major Violations
26319,4,1,836,Major Violations
32861,4,2,734,Clean
52175,4,0,723,Clean
70180,5,3,563,Major Violations
24988,0,1,605,DUI
70320,2,0,812,DUI
39523,0,0,663,Minor Violations
88030,5,1,698,Major Violations
54163,1,1,587,Accident
87909,5,0,734,DUI
58145,0,1,765,Clean
7966,5,3,735,Major Violations
45973,0,1,514,Clean
37760,1,3,518,Major Violations
83895,4,3,743,DUI
21863,3,1,549,Clean
73514,4,3,808,Clean
13426,2,0,565,Major Violations
67478,2,2,823,Accident
59018,5,1,844,Major Violations
64867,1,3,669,DUI
76805,2,2,712,Clean
57589,4,2,720,Clean
89342,4,1,690,DUI
91286,1,3,832,Minor Violations
98037,0,2,657,Major Violations
31535,4,2,535,Major Violations
41024,4,3,574,Minor Violations
33631,4,2,828,DUI
36738,4,1,551,Clean
75226,5,1,569,Clean
2730,2,1,634,Clean
92170,3,2,570,DUI
71872,0,3,577,Minor Violations
18554,5,3,555,Major Violations
82491,0,1,721,Clean
75959,0,1,517,Clean
70273,1,3,645,DUI
92476,4,1,715,Major Violations
29236,0,3,774,Clean
83341,4,1,748,Clean
20266,2,2,706,Minor Violations
96107,4,3,660,Minor Violations
26734,1,0,607,Clean
95450,1,2,514,Accident
12601,5,2,642,Minor Violations
68965,4,0,687,Accident
70121,5,1,580,Clean
86166,5,3,784,Accident
67956,0,3,643,Clean
89123,1,0,644,Clean
64086,0,3,673,Major Violations
52166,4,3,836,Accident
34703,3,3,682,Major Violations
4020,3,1,569,Clean
88824,1,1,627,Clean
66134,3,1,612,DUI
3648,1,1,771,DUI
54815,0,2,814,Clean
87874,3,0,776,Major Violations
70632,4,2,629,DUI
49988,3,3,708,Accident
67648,0,0,774,DUI
17630,5,0,586,Accident
65056,3,3,603,Clean
72450,4,1,623,Clean
40616,5,1,646,Clean
94031,3,3,544,Accident
15258,3,1,578,Minor Violations
80297,4,1,832,Minor Violations
44417,0,1,607,Clean
92669,0,3,603,Major Violations
99374,4,2,786,Major Violations
32172,3,2,834,Clean
33575,2,2,640,Clean
3597,0,3,646,DUI
68358,0,0,518,Major Violations
10616,4,0,758,Clean
70501,0,0,832,Clean
76189,4,3,742,DUI
81737,3,0,628,Accident
35903,3,1,744,Clean
87787,4,2,573,Minor Violations
77705,3,1,540,Clean
69807,3,3,509,DUI
66451,5,3,594,Accident
4836,1,2,742,DUI
91127,5,2,739,Major Violations
32565,2,1,719,Accident
30923,3,3,598,Minor Violations
88362,3,3,635,Clean
54118,3,3,586,Clean
60596,5,3,672,Clean
60034,0,1,682,Accident
76109,3,1,625,Clean
39440,5,1,734,Minor Violations
37751,3,2,521,Accident
79729,5,1,585,Major Violations
12968,5,0,571,Clean
71043,4,2,731,Accident
4330,1,2,816,Accident
86131,4,3,834,Accident
71775,5,1,686,DUI
14077,3,3,815,Clean
79107,1,3,544,Accident
74038,0,0,731,Major Violations
86864,0,2,847,DUI
48989,4,3,558,Major Violations
91101,3,0,728,Clean
36079,4,3,661,Accident
78161,2,3,541,Clean
21166,2,1,813,Accident
49243,4,3,743,Minor Violations
42209,1,1,508,DUI
17815,4,0,809,Clean
67194,0,1,644,DUI
77185,0,0,627,DUI
28877,4,1,757,Major Violations
33127,4,3,729,Clean
95201,2,1,720,Clean
9866,0,2,718,Minor Violations
64639,3,1,641,Accident
4772,4,0,510,Clean
48498,3,1,637,Clean
77936,2,2,564,Accident
71601,1,1,744,Clean
9674,0,1,551,Clean
38838,0,0,661,DUI
64454,4,1,731,Major Violations
27874,4,0,844,Clean
24265,3,3,509,Minor Violations
87045,4,3,838,Accident
28016,2,2,581,DUI
37284,2,3,692,Major Violations
46443,0,3,723,DUI
61192,4,0,802,Accident
15687,4,1,705,Accident
73919,1,3,609,Clean
61803,3,1,554,DUI
39322,0,0,756,Clean
32734,0,3,715,DUI
13073,4,3,648,DUI
13062,4,1,664,Clean
39050,3,0,509,Major Violations
36818,3,1,588,Major Violations
71478,3,0,671,Clean
86614,0,2,811,Clean
77231,1,3,591,Clean
95005,0,3,683,Accident
36938,3,1,779,Clean
52333,4,1,793,Major Violations
74910,1,3,665,Accident
84383,2,0,579,Minor Violations
74611,0,3,646,Accident
23422,0,2,549,Clean
53147,2,3,844,DUI
98418,1,3,829,DUI
29054,2,1,685,Minor Violations
61107,3,2,655,DUI
46780,3,3,726,DUI
28078,3,3,673,Clean
96105,4,2,736,Major Violations
94231,4,2,744,Minor Violations
36775,0,3,659,Major Violations
48378,4,1,515,Clean
69880,3,3,735,Accident
62598,3,3,768,Accident
34363,0,1,642,Accident
54503,1,1,506,Accident
47268,5,0,648,DUI
61509,4,2,607,DUI
67677,4,0,712,Major Violations
85830,0,0,832,DUI
68255,0,3,619,Major Violations
88321,4,0,812,Major Violations
12437,4,3,547,Clean
1951,5,1,710,Clean
36796,5,2,560,Major Violations
65072,3,1,811,Major Violations
87385,4,3,738,Major Violations
65957,5,2,731,Clean
24423,3,1,526,Major Violations
3858,4,1,560,Minor Violations
75171,4,1,800,DUI
79715,0,3,623,DUI
48156,3,0,537,Clean
68632,0,3,758,Major Violations
40401,5,0,684,DUI
65456,1,0,588,DUI
6972,3,3,577,Major Violations
75371,5,3,734,Major Violations
78768,4,2,629,Clean
34830,1,2,583,Major Violations
64815,5,1,544,DUI
12805,0,1,537,Clean
12631,4,2,539,DUI
68278,4,0,806,Clean
60412,2,3,649,Minor Violations
42733,2,3,676,Minor Violations
29286,4,1,529,Clean
37303,5,3,574,Accident
28291,5,1,830,Major Violations
79614,4,2,749,DUI
20157,1,1,687,Clean
45833,0,3,710,Accident
2528,4,1,717,DUI
95450,2,3,605,Minor Violations
84063,5,2,577,Major Violations
68839,0,1,752,Major Violations
68841,3,0,586,Major Violations
72898,4,1,622,Major Violations
66757,2,1,746,Major Violations
84923,4,0,639,DUI
99070,4,2,792,Major Violations
76700,5,2,722,Accident
41501,3,3,570,Minor Violations
75357,0,3,710,Minor Violations
85376,0,2,843,Accident
4891,5,1,538,Clean
66245,1,1,657,Accident
25512,3,3,837,DUI
24262,0,1,700,DUI
62763,0,0,722,Major Violations
11307,5,3,536,Accident
2836,4,1,647,Minor Violations
33526,4,3,686,Accident
80309,0,3,560,Minor Violations
70956,0,2,516,Clean
70117,4,3,636,Minor Violations
55575,0,3,779,Major Violations
66938,4,3,594,Minor Violations
33929,3,1,542,Clean
18037,3,2,515,Clean
68661,3,2,673,Major Violations
70192,1,2,642,Minor Violations
89051,0,2,700,Major Violations
26429,2,1,520,DUI
52363,4,2,714,Major Violations
53893,1,1,640,Clean
76569,4,3,706,Accident
11789,4,3,679,Accident
36882,0,0,553,Major Violations
85183,4,1,570,Clean
69373,1,1,510,Major Violations
62566,3,2,838,Clean
22105,3,0,606,Major Violations
67991,0,0,774,Major Violations
46406,2,0,617,DUI
49042,5,1,805,DUI
88666,0,3,642,Major Violations
2241,4,3,818,DUI
72130,4,3,726,Accident
67896,3,3,644,Clean
50929,3,0,836,Minor Violations
61877,1,1,715,Accident
5301,3,1,550,Clean
14513,0,3,804,Accident
34013,5,1,764,Major Violations
25880,1,2,525,DUI
72036,3,3,638,Minor Violations
12937,4,0,719,Major Violations
75550,2,1,644,Clean
45021,3,0,507,Minor Violations
6774,2,3,571,Major Violations
58227,1,1,713,Accident
6447,0,3,702,Accident
78859,4,1,539,Clean
